source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
FVE,GENE,SVP,GENE,repression,,MEDIUM,FVE represses SVP; SVP expression is elevated in fve mutants,,,,,,SVP functions downstream from FCA and FVE within the thermosensory pathway and mediates temperature signaling,,
GA20OX1,GENE,GA4,HORMONE,activation,,MEDIUM,GA20ox1 catalyzes 20-oxidation of GA12 precursors toward bioactive GA4.,,,,,,GA20ox1 plays a more prominent role in elongation,,
GA20OX1,GENE,Gibberellin,HORMONE,activation,,MEDIUM,GA20ox catalyzes the penultimate step in bioactive GA production,,,,,,Overexpression of GA20ox: early flowering and increased stem growth phenotypes,,
GA2OX,GENE,Gibberellin,HORMONE,inhibition,,MEDIUM,GA2ox catabolizes bioactive GA to inactive forms,,,,,,Overexpression of GA2ox: late flowering and dwarf phenotypes,,
GA2OX1,GENE,GA4,HORMONE,inhibition,,MEDIUM,"GA2ox1 2Î²-hydroxylates bioactive GAs, inactivating them.",,,,,,GA2ox overexpression lines show late flowering and dwarf phenotypes,,
GA3OX,GENE,Gibberellin,HORMONE,activation,,MEDIUM,GA 3-oxidase 1 (GA4) catalyzes the final step converting GA9/GA20 to bioactive GA4/GA1,,,,,,"GA3ox1 is expressed throughout all stages of plant development, and GA3ox2 is mainly expressed in germinating seeds and vegetative tissues",,
GA3OX1,GENE,GA4,HORMONE,activation,,MEDIUM,GA3ox1 catalyzes the final 3Î²-hydroxylation producing bioactive GA4.,,,,,,GA3ox1 has predominant role in plant development; ga3ox1 mutant displays semi-dwarf phenotype,,
GA4,HORMONE,GID1,PROTEIN_COMPLEX,activation,,MEDIUM,GA4 binds GID1 receptor; GA-GID1 complex recruits DELLA to SCF^SLY1 for ubiquitination.,,,,,,GA-GID1 binding induces DELLA degradation,,
GATA23,GENE,Lateral_Root_Density,PHENOTYPE,activation,,MEDIUM,GATA23 specifies xylem pole pericycle founder cell identity,,,,,,GATA23 transcription factor that controls FC identity,,
GH3,GENE,Auxin,HORMONE,inhibition,,MEDIUM,GH3 acyl amidosynthetases conjugate IAA to amino acids (inactive),,,,,,higher levels of auxin led to expression of conjugating enzyme GH3,,
GI,GENE,CDF1,GENE,repression,,MEDIUM,GI forms complex with FKF1 that degrades CDFs in afternoon,,,,,,"CDF repression of CO is released in the afternoon through the action of a blue light induced complex composed of the GIGANTEA (GI) protein and the LOV domain blue-light photoreceptor E3 ubiquitin ligase FLAVIN BINDING, KELCH REPEAT, F-BOX 1 (FKF1)",,
GI,GENE,CO,GENE,activation,,MEDIUM,GI activates CO expression via FKF1-mediated degradation of CDF repressors; GI also partners with FKF1 to stabilize afternoon CO protein,,,,,,GI was shown to activate expression of the key floral regulators CONSTANS (CO) and FLOWERING LOCUS T (FT) by facilitating degradation of a family of CYCLING DOF FACTOR (CDF) transcriptional repressors,,
GI,GENE,FKF1,GENE,activation,,MEDIUM,GI physically binds FKF1 in a blue-light-dependent manner via FKF1 LOV domain; stabilizes FKF1 nuclear abundance,,,,,,FKF1 and GI proteins form a complex in a blue-light dependent manner,,
GI,GENE,FT,GENE,activation,,MEDIUM,"GI binds FT promoter near SVP binding sites and neutralizes FT repressors SVP, TEM1, TEM2 by blocking their access, independently of CO",,,,,,GI directly regulates FT expression through neutralization of FT repressors by blocking their access to FT promoter regions,,
GI,GENE,PIF4,GENE,inhibition,,MEDIUM,GI inhibits PIF4 activity establishing a negative feedback loop in thermomorphogenesis,,,,,,"GI, in turn, inhibits PIF4, establishing a negative feedback loop",,
GID1,PROTEIN_COMPLEX,DELLA,PROTEIN_COMPLEX,inhibition,,MEDIUM,GID1-GA-DELLA complex recruits SCF-SLY1 E3 ligase that polyubiquitinates DELLA for 26S proteasome degradation,,,,,,"GA de-represses its signaling pathway by binding to GID1s, which induce degradation of GA signaling repressors (DELLAs) via an ubiquitin-proteasome pathway",,
GIF1,GENE,Integument_Growth,PROCESS,activation,,MEDIUM,GIF1 acts as transcriptional co-activator with GRFs,,,,,,gif1 mutants reduced cell number in outer integuments; 35S:GIF1 produces larger seeds,,
GIF1,GENE,Seed_Size,PHENOTYPE,activation,,MEDIUM,GIF1 (GRF-INTERACTING FACTOR 1) directly drives seed size as a SWI/SNF co-activator partner of GRF; gif1 mutants produce small seeds and 35S:GIF1 enlarges seeds,,,,,,gif1 mutants small seeds; 35S:GIF1 produces larger seeds,,
GPA1,GENE,AGG3,GENE,activation,,MEDIUM,GPA1 GÃƒÅ½Ã‚Â± required for AGG3 heterotrimer function,,,,,,role of AGG3 in organ size control is dependent on functional GPA1 and AGB1,,
GRF,GENE,Cell_Proliferation,PROCESS,activation,,MEDIUM,GROWTH-REGULATING FACTOR drives proliferation,,,,,,overexpression of GRF1 and GRF2 in Arabidopsis resulted in larger leaves and increased seed weight and seed size,,
GRF,GENE,GIF1,GENE,activation,,MEDIUM,GRF-GIF heterodimer recruits SWI2/SNF2 chromatin remodelers to target genes driving cell proliferation,,,,,,GRF-GIF duo recruits SWI2/SNF2 complexes activating target genes,,
Gibberellin,HORMONE,DELLA,PROTEIN_COMPLEX,inhibition,,MEDIUM,GA-GID1 complex triggers DELLA ubiquitination and degradation,,,,,,gibberellin pathway is essential for the root response to low K stress in Arabidopsis,,
Gibberellin,HORMONE,GA20OX1,GENE,inhibition,,MEDIUM,Bioactive GA feedback-represses GA20ox1 transcription via DELLA degradation; loss of DELLA derepresses GA biosynthesis feedback [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.],,,,,,"transcript levels of GA3ox1, GA20ox1, GA20ox2 and GA20ox3 are down-regulated by applied GA",,
Gibberellin,HORMONE,GA2OX,GENE,activation,,MEDIUM,"Bioactive GA upregulates GA2ox1 transcription, promoting its own catabolism (feedforward/homeostasis) [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.]",,,,,,the GA catabolism genes GA2ox1 and GA2ox2 are up-regulated by GA treatment,,
Gibberellin,HORMONE,GA3OX,GENE,inhibition,,MEDIUM,Bioactive GA feedback-represses GA3ox1 transcription via DELLA degradation [Framework note: this edge bypasses a receptor Perception Gate (Motif 1). Biologically the feedback runs through DELLA/ARF/ABI5 but those intermediate edges are absent from curated_edges.json. Exogenous-hormone in receptor-KO backgrounds will still modulate this target - a known Trap-5 framework limitation.],,,,,,"transcript levels of GA3ox1, GA20ox1, GA20ox2 and GA20ox3 are down-regulated by applied GA",,
Gibberellin,HORMONE,GID1,PROTEIN_COMPLEX,activation,,MEDIUM,"Bioactive GA binds the GID1 receptor, enabling GID1 to interact with DELLA proteins",,,,,,"GID1s bind to bioactive GAs with high affinity, but not to inactive GA derivatives",,
Gibberellin,HORMONE,MAX1,GENE,inhibition,,MEDIUM,GA3/GA4 downregulate MAX1.2 SL biosynthesis gene (cross-hormone SL-GA antagonism),,,,,,,,
HB21,GENE,NCED3,GENE,activation,,MEDIUM,HD-Zip I activates NCED3 (HB21 represents HB21/40/53),,,,,,FHY3 inhibits the direct binding of SPL15SBP to target DNA,,
HFR1,GENE,PIF4,GENE,inhibition,,MEDIUM,"HFR1 heterodimerizes with PIF4, blocking its DNA binding.",,,,,,"HFR1 and PAR1 are atypical bHLH transcription factors that directly interact with PIF4/PIF5, and form a non-DNA-binding heterodimer",,
HFR1,GENE,PIF4_5_7,PROTEIN_COMPLEX,inhibition,,MEDIUM,"HFR1 forms non-DNA-binding heterodimers with PIF4, blocking PIF4 DNA binding without degradation",,,,,,HFR1 directly inhibits these PIFs by forming non-DNA-binding heterodimers with PIF4 and PIF5,,
HSFA1D,GENE,PIF4,GENE,activation,,MEDIUM,HSFA1d binds PIF4 and stabilizes the protein at warm temperature; canonical thermomorphogenesis intermediate (JUDGE S003).,,,,,,HSFA1d interacts with PIF4 and stabilizes it by interfering with phytochrome B interaction,,
HY5,GENE,ARF19,GENE,inhibition,,MEDIUM,HY5 negatively regulates ARF19 transcription,,,,,,"HY5 negatively affects transcription of ARF19, thereby affecting PIN3 transcription",,
HY5,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,,MEDIUM,HY5 directly represses elongation and cell-expansion genes; hy5 mutants have long hypocotyl in light.,,,,,,HY5 is a key positive regulator that promotes photomorphogenesis; hy5 mutant showed relatively longer hypocotyl,,
HY5,GENE,Plant_Height,PHENOTYPE,inhibition,,MEDIUM,HY5 bZIP transcription factor suppresses hypocotyl elongation by antagonizing PIF activity and activating photomorphogenic genes,,,,,,HY5 promotes photomorphogenesis and represses elongation growth in light,,
HYH,GENE,Hypocotyl_Length,PHENOTYPE,inhibition,,MEDIUM,HYH redundantly with HY5 represses elongation genes; hyh mutants enhance hy5 long-hypocotyl phenotype (JUDGE S010).,,,,,,HY5 and its homologue HYH are key effectors of the UVR8 pathway,,
IAA14,GENE,ARF19,GENE,inhibition,,MEDIUM,IAA14 physically binds ARF19 to repress its activity,,,,,,SLR/IAA14-ARF7 and ARF19 in cortex and epidermis regulate pathways enabling separation,,
IAA14,GENE,ARF7,GENE,inhibition,,MEDIUM,IAA14 physically binds ARF7 via PB1 domain to repress its transcriptional activity,,,,,,auxin-regulated signaling modules...IAA14-ARF7-LBD16,,
IAA19,GENE,ARF6_7_8,PROTEIN_COMPLEX,inhibition,,MEDIUM,Aux/IAA IAA19 binds ARF7 transcription factor and represses ARF activity,,,,,,"The arf6 arf7 arf8 triple mutant fails to respond to low R:FR treatment, indicating that ARF6, ARF7, and ARF8 are required for shade-induce cell elongation",,
IAA28,GENE,ARF19,GENE,inhibition,,MEDIUM,IAA28 represses ARF19 activity in basal meristem,,,,,,IAA28-ARF 6/7/8/19-dependent pathway,,
IAA28,GENE,ARF7,GENE,inhibition,,MEDIUM,IAA28 represses ARF6/7/8/19 in basal meristem for founder cell specification,,,,,,GATA23 activated at specific pre-branch sites through IAA28-ARF 6/7/8/19-dependent pathway,,
IAA28,GENE,GATA23,GENE,inhibition,,MEDIUM,IAA28 binds ARF6/7/8/19 preventing GATA23 activation,,,,,,IAA28-dependent auxin signaling module regulates GATA23 expression,,
IKU1,GENE,IKU2,GENE,activation,,MEDIUM,VQ protein activates MINI3 which activates IKU2,,,,,,IKU2 expression decreased in iku1-1 mutant,,
IKU1,GENE,MINI3,GENE,activation,,MEDIUM,VQ domain protein IKU1 interacts with WRKY10/MINI3 as cofactor,,,,,,MINI3 expression reduced in iku1-1 background; IKU1 interacts with MINI3,,
IKU2,GENE,Endosperm_Proliferation,PROCESS,activation,,MEDIUM,LRR receptor kinase drives nuclear proliferation and blocks premature cellularization,,,,,,iku mutations cause premature cellularization and reduce endosperm proliferation,,
IPT,GENE,Cytokinin,HORMONE,activation,,MEDIUM,IPT3 (ATP/ADP isopentenyltransferase 3) is a major CK biosynthesis enzyme producing isopentenyladenine riboside 5'-phosphate from DMAPP and AMP/ADP,,,,,,"Cytokinin biosynthesis is controlled by the ATP/ADP isopentenyltransferase (IPT) genes, with seven IPT genes (AtIPT1 and AtIPT3 through AtIPT8) encoding enzymes that synthesize the cytokinin precursor, isopentenyladenine",,
IPT5,GENE,Cytokinin,HORMONE,activation,,MEDIUM,IPT5 isopentenyltransferase catalyses cytokinin biosynthesis,,,,,,cytokinin biosynthesis enzyme IPT,,
Integument_Growth,PROCESS,Seed_Size,PHENOTYPE,activation,,MEDIUM,integument cell number + elongation sets final seed coat volume,,,,,,maternal integument or seed coat sets upper limit to final seed size,,
KLUH,GENE,Integument_Growth,PROCESS,activation,,MEDIUM,CYP78A5 generates mobile growth signal from inner integument that stimulates cell proliferation,,,,,,outer integuments were longer and consisted of more cells in pINO::KLU-expressing plants; klu-2 mutant ovules had shorter integuments with fewer cells,,
LAX3,GENE,Lateral_Root_Density,PHENOTYPE,activation,,MEDIUM,LAX3 required for LR emergence,,,,,,"Disrupting auxin-inducible LAX3 expression phenocopied mutant, resulting in delayed lateral root emergence",,
LBD,PROTEIN_COMPLEX,LAX3,GENE,activation,,MEDIUM,LBD29 directly activates LAX3 auxin influx carrier for cell separation [Edge represents composite family; evidence drawn from curated E027 (LBD29->LAX3).],,,,,,"LAX3 is downstream target of LBD29, which is direct target of ARF7",,
LBD,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,activation,,MEDIUM,LBD16 required for asymmetric division initiating LR primordium [Edge represents composite family; evidence drawn from curated E029 (LBD16->Lateral_Root_Density).],,,,,,overexpression of LBD16 and LBD29 induced lateral root formation in the absence of ARF7 and ARF19,,
LBO,GENE,Strigolactone,HORMONE,activation,,MEDIUM,2-OGD oxidoreductase; final known enzymatic step,,,,,,LBO protein specifically converts MeCLA to an unidentified strigolactone-like compound,,
LD,GENE,FLC,GENE,repression,,MEDIUM,LD is a homeodomain-containing transcriptional repressor of FLC; interacts with FLD and SDG26 in autonomous pathway complex,,,,,,LD is a homeodomain-containing protein that functions as a transcriptional repressor of FLC; SDG26 interacts with the autonomous pathway components LD and FLD and thereby forms a complex that promotes flowering by suppressing FLC expression.,,
LDL1,GENE,FLC,GENE,inhibition,,MEDIUM,LDL1 (LSD1-LIKE1) is an H3K4 demethylase that represses FLC expression redundantly with FLD; ldl1 mutants flower later than wild-type,,,,,,FLC was upregulated in ldl1 and ldl1 ldl2 mutants; ldl1 mutants flowered later than wild-type Columbia (Col) in long days,,
LEC1,GENE,ABI3,GENE,activation,,MEDIUM,LEC1 promotes ABI3 protein abundance,,,,,,FUS3 and LEC1 regulate positively the abundance of the ABI3 protein in the seed,,
LEC1,GENE,Storage_reserves,PROCESS,activation,,MEDIUM,LEC1 master maturation TF activates seed storage protein and lipid biosynthesis genes during seed filling,,,,,,"LEC1, LEC2, FUS3 and ABI3 master regulators activate seed-storage protein and oil biosynthesis genes during maturation phase, driving reserve accumulation.",,
LEC2,GENE,ABI3,GENE,activation,,MEDIUM,LEC2 upregulates ABI3,,,,,,LEC2 upregulates FUS3 and ABI3,,
LEC2,GENE,FUS3,GENE,activation,,MEDIUM,"LEC2 transcriptionally upregulates FUS3, completing mutual LAFL maturation TF activation; FUS3<->LEC2 positive feedback stabilised by damping=0.7",,,,,,LEC2 upregulates FUS3 and ABI3,,
LEC2,GENE,Storage_reserves,PROCESS,activation,,MEDIUM,LEC2 master maturation TF activates seed storage protein and lipid biosynthesis genes during seed filling,,,,,,"LEC1, LEC2, FUS3 and ABI3 master regulators activate seed-storage protein and oil biosynthesis genes during maturation phase, driving reserve accumulation.",,
LFY,GENE,AP1,GENE,activation,,MEDIUM,LFY directly activates AP1 transcription; onset of AP1 expression is delayed in lfy mutants,,,,,,"In lfy mutants, the onset of AP1 expression is delayed, indicating that LFY is formally a positive regulator of AP1",,
LFY,GENE,Flowering_Time,PHENOTYPE,activation,,MEDIUM,LFY is a floral meristem identity gene promoting flower formation,,,,,,"spl2/9/11/13/15 mutants showed reduced LFY, AP1, FUL, and SOC1 transcripts; LFY required for floral induction.",,
Light,ENVIRONMENT,CRY1,GENE,activation,,MEDIUM,Blue light activates cryptochrome 1 via FAD photochemistry.,,,,,,"Upon absorption of photons, cryptochromes are photoexcited involving electron transfer",,
Light,ENVIRONMENT,CRY2,GENE,activation,,MEDIUM,Blue light activates cryptochrome 2.,,,,,,cryptochromes are photoexcited involving electron transfer,,
Light,ENVIRONMENT,FKF1,GENE,activation,,MEDIUM,"Blue light activates FKF1 LOV domain, enabling GI interaction and CDF1 degradation",,,,,,FKF1 binds to CO through the LOV domain in a blue light-enhanced manner and stabilizes CO specifically in the LD afternoon,,
Light,ENVIRONMENT,HFR1,GENE,activation,,MEDIUM,Low R:FR (shade) transcriptionally induces HFR1 via phytochromes as a negative-feedback brake,,,,,,HFR1 (long hypocotyl in FR light) is transcriptionally induced by shade and inhibits this response; HFR1 is induced in a phytochrome-regulated manner,,
Light,ENVIRONMENT,PHYA,GENE,activation,,MEDIUM,Far-red absorption activates phyA; photolabile Pfr translocates to the nucleus.,,,,,,phyA mediates far-red light responses,,
Light,ENVIRONMENT,PHYB,GENE,activation,,MEDIUM,Red-light absorption converts inactive Pr phyB to active Pfr phyB form in the nucleus.,,,,,,phyB induces light responses across a wide range of light conditions,,
Light,ENVIRONMENT,UVR8,GENE,activation,,MEDIUM,UV-B irradiation monomerizes UVR8 dimer into active form that binds COP1.,,,,,,"In planta, UV-B stimulates rapid nuclear accumulation of the UVR8 protein",,
Long_Day,ENVIRONMENT,CO,GENE,activation,,MEDIUM,LD afternoon coincides with CO mRNA peak (driven by FKF1-GI-mediated CDF degradation) and stabilizes CO protein; SD degrades CO,,,,,,CO protein is stabilized in LD conditions but degraded in SD conditions,,
Low_Nitrate,ENVIRONMENT,CLE,PROTEIN_COMPLEX,activation,,MEDIUM,N deficiency (<100 uM NO3-) induces CLE3 transcription in pericycle [Edge represents composite family; evidence drawn from curated E217 (Low_Nitrate->CLE3).],,,,,,"CLE1, -3, -4, and -7 were induced by N deficiency in roots, predominantly expressed in root pericycle cells",,
Low_Nitrate,ENVIRONMENT,TAR2,GENE,activation,,MEDIUM,Low N stimulates TAR2 auxin biosynthesis gene,,,,,,TAR2 is stimulated under low-nitrogen conditions,,
Low_Phosphate,ENVIRONMENT,TIR1,GENE,activation,,MEDIUM,Low Pi upregulates TIR1 to increase auxin sensitivity,,,,,,Phosphate deficiency due to signaling pathway enhancing sensitivity to auxin via up-regulation of TIR1 auxin receptor,,
Low_R_FR,ENVIRONMENT,BRC1,GENE,activation,,MEDIUM,Shade induces NCED3 expression in buds,,,,,,NCED3 induction in W+FR light,,
Low_R_FR,ENVIRONMENT,FHY3,GENE,inhibition,,MEDIUM,Shade upregulates HB21 in buds,,,,,,HB21 up-regulated in buds treated with W+FR light,,
Low_R_FR,ENVIRONMENT,HB21,GENE,activation,,MEDIUM,Shade suppresses bud outgrowth via BRC1 upregulation,,,,,,Exposure of plants with young buds to low R:FR promotes bud arrest,,
Low_R_FR,ENVIRONMENT,NCED3,GENE,activation,,MEDIUM,MAX2 ubiquitinates both phosphorylated and dephosphorylated BES1 for degradation,,,,,,Both phosphorylated and dephosphorylated BES1s are induced to be degraded by MAX2,,
MAX1,GENE,Strigolactone,HORMONE,activation,,MEDIUM,MAX1 cytochrome P450 oxidises carlactone to carlactonoic acid,,,,,,RH length decreased in rac-GR24-treated max1-1,,
MAX2,GENE,BES1,GENE,inhibition,,MEDIUM,MAX2-SCF independently ubiquitinates BES1 (Motif 5),,,,,,,,
MAX2,GENE,BZR_BES,PROTEIN_COMPLEX,inhibition,,MEDIUM,Strigolactone-activated MAX2 F-box ubiquitinates BES1 for degradation,,,,,,BES1 is ubiquitinated by MAX2 in response to strigolactone,,
MAX2,GENE,Lateral_Root_Density,PHENOTYPE,inhibition,,MEDIUM,MAX2 F-box integrates SL and karrikin signaling to inhibit LR,,,,,,"rac-GR24 effect maintained in max1, max3, max4, but MAX2-dependent role",,
MAX2,GENE,SMXL678,PROTEIN_COMPLEX,inhibition,,MEDIUM,Constitutive MAX2 F-box SCF ubiquitinates SMXL678 (Perception Gate co-inhibitor 2),,,,,,"After 4 h, BRC1 mRNA levels were higher in W+FR-treated plants",,
MAX3,GENE,Strigolactone,HORMONE,activation,,MEDIUM,MAX3/CCD7 cleaves carotenoid precursor in SL biosynthesis,,,,,,LR number significantly lower with GR24 treatment in max3-9,,
MAX4,GENE,Strigolactone,HORMONE,activation,,MEDIUM,MAX4/CCD8 second SL biosynthesis step,,,,,,max4-1 had significantly shorter primary root length than Col-0,,
MEA,GENE,PRC2,PROTEIN_COMPLEX,activation,,MEDIUM,MEA is SET-domain catalytic subunit of PRC2,,,,,,MEA is catalytic SET-domain subunit of FIS-PRC2,,
MINI3,GENE,CKX2,GENE,activation,,MEDIUM,WRKY10 binds W-boxes in CKX2 promoter,,,,,,direct binding of WRKY10 to two W-boxes of CKX2 promoter is critical for transcriptional activation,,
MINI3,GENE,Endosperm_Proliferation,PROCESS,activation,,MEDIUM,WRKY10 TF activates endosperm growth genes,,,,,,mini3 mutants show precocious cellularization and reduced endosperm nuclei,,
MINI3,GENE,IKU2,GENE,activation,,MEDIUM,MINI3 (WRKY10) binds W-boxes in IKU2 promoter; mini3 abolishes IKU2 expression,,,,,,mutation in MINI3 completely blocked the expression of IKU2 in double mutants; W-box motifs in IKU2 promoter,,
MSI1,GENE,PRC2,PROTEIN_COMPLEX,activation,,MEDIUM,MSI1 is WD40 scaffold subunit of PRC2,,,,,,MSI1 is component of MEA/FIE Polycomb group complex,,
NCED3,GENE,ABA,HORMONE,activation,,MEDIUM,"NCED3 is the rate-limiting 9-cis-epoxycarotenoid dioxygenase producing xanthoxin, the ABA precursor",,,,,,NCED3 is the key rate-limiting ABA biosynthesis gene upregulated by drought,,
NLP7,GENE,ANR1,GENE,activation,,MEDIUM,NLP7 activates ANR1 downstream of Ca2+-CPK phosphorylation,,,,,,NLP and ANR1 subsequently controlling LR elongation,,
Nitrogen,ENVIRONMENT,IPT,GENE,activation,,MEDIUM,"Under N-deficient conditions (1/5 N), MAX3 transcript abundance is significantly upregulated - i.e., low N derepresses MAX3 (high N represses)",,,,,,MAX3 and MAX4 transcripts were significantly upregulated under 1/5 N condition as compared with 1 N condition,,
Nitrogen,ENVIRONMENT,PIN3,GENE,activation,,MEDIUM,MAX4 (CCD8) transcript abundance is significantly upregulated under N-deficient (1/5 N) conditions vs 1 N,,,,,,MAX3 and MAX4 transcripts were significantly upregulated under 1/5 N condition as compared with 1 N condition,,
Nitrogen,ENVIRONMENT,Strigolactone,HORMONE,inhibition,,MEDIUM,Nitrate upregulates IPT expression promoting CK biosynthesis,,,,,,Nitrate can up-regulate IPT expression and regulate bud outgrowth via CK,,
Ovule_size,PROCESS,Seed_Size,PHENOTYPE,activation,,MEDIUM,larger ovules ÃƒÂ¢Ã¢â‚¬Â Ã¢â‚¬â„¢ larger fertilized seeds,,,,,,Increase in cell number in ovule integuments leads to increase in ovule size and seed size,,
PAR1,GENE,PIF4_5_7,PROTEIN_COMPLEX,inhibition,,MEDIUM,PAR1 small HLH prevents PIF4 from binding DNA,,,,,,"PAR1 and PAR2 are negative regulators of the shade avoidance response, which may also act by preventing other bHLH proteins from binding to DNA. The mechanism of action of PAR1 is apparently similar to that of HFR1",,
PGP10,GENE,Auxin,HORMONE,activation,,MEDIUM,ABCB auxin efflux transporter moves auxin endospermÃƒÂ¢Ã¢â‚¬Â Ã¢â‚¬â„¢integuments,,,,,,Auxin quickly exported into integuments via PGP10,,
PHYA,GENE,CO,GENE,activation,,MEDIUM,phyA stabilizes CO protein in the afternoon under far-red light,,,,,,PHYA enhances CO protein abundance in the afternoon under LD and far-red-light conditions,,
PHYA,GENE,COP1_SPA,GENE,inhibition,,MEDIUM,Active phyA binds and inactivates COP1 in the nucleus.,,,,,,"FAR1, FHY1 transmit phyA signals to inactivate COP1",,
PHYA,GENE,FHY1,GENE,activation,,MEDIUM,"Active phyA induces FHY1 transcription, part of the positive FHY1-phyA feedforward for far-red signaling (JUDGE S008). FHY1 -> PHYA reverse arm excluded to avoid positive feedback.",,,,,,Nuclear accumulation of phyA is dependent on two related proteins called FHY1 and FHL,,
PHYB,GENE,BAS1,GENE,activation,,MEDIUM,"phyB-HY5 axis promotes BAS1 expression, contributing to BR catabolism in the light.",,,,,,BAS1-GUS expression in shoot apex was much more prominent in wild-type PHYB background than phyB-9 background in red light,,
PHYB,GENE,BBX11,GENE,activation,,MEDIUM,"phyB directly induces BBX11 expression in red light, complementing BBX21 (JUDGE S004).",,,,,,BBX11 expression significantly decreased in phyB-9 mutant under red light,,
PHYB,GENE,CO,GENE,inhibition,,MEDIUM,phyB promotes CO degradation in morning under red light,,,,,,Phytochrome B (PHYB) facilitates CO protein degradation in the morning under red-light conditions,,
PHYB,GENE,COP1_SPA,GENE,inhibition,,MEDIUM,"Active phyB physically binds COP1 and promotes its nuclear exclusion, reducing COP1 E3 activity.",,,,,,phyB and other photoreceptors antagonize COP1 in the nucleus,,
PHYB,GENE,HY5,GENE,activation,,MEDIUM,PHYB activates HY5 transcription factor,,,,,,PHYB activates HY5 transcription factor and modulates growth,,
PHYB,GENE,PIF3,GENE,inhibition,,MEDIUM,"Active phyB Pfr phosphorylates PIF3 on multiple residues, targeting it for ubiquitin-mediated degradation.",,,,,,PIF3 exhibited light-induced phosphorylation and degradation,,
PHYB,GENE,PIF4,GENE,inhibition,,MEDIUM,Active phyB Pfr phosphorylates PIF4 and promotes its degradation.,,,,,,phyB levels are increased by 1.6 to 1.8-fold in pif4 relative to wild-type levels,,
PHYB,GENE,PIF4_5_7,PROTEIN_COMPLEX,inhibition,,MEDIUM,Light-activated phyB binds PIF4 to promote its phosphorylation-dependent degradation,,,,,,"phyB directly interacts with PIF4 to promote PIF4 phosphorylation and degradation, repressing thermoresponsive growth",,
PHYB,GENE,PIF5,GENE,inhibition,,MEDIUM,Active phyB Pfr phosphorylates PIF5 and promotes its degradation.,,,,,,PIF4 and PIF5 are direct substrates of phytochrome-mediated phosphorylation,,
PHYB,GENE,PIF7,GENE,inhibition,,MEDIUM,Active phyB Pfr promotes PIF7 phosphorylation; shade (Pr) releases PIF7 dephosphorylation/nuclear accumulation.,,,,,,"PIF7 rapidly (within 2 min) forms speckles when first exposed to a brief, saturating red light",,
PIF3,GENE,Hypocotyl_Length,PHENOTYPE,activation,,MEDIUM,"PIF3 activates cell-elongation genes (expansins, XTR7) in the hypocotyl epidermis in darkness.",,,,,,pif3 mutants are hypersensitive to all Rc fluence rates tested,,
PIF4,GENE,ARF6,GENE,activation,,MEDIUM,PIF4 co-regulates ARF6 target genes; directly induces ARF6 expression in some contexts.,,,,,,PIF4 interacts with ARF6 and enhances its binding to shared promoters,,
PIF4,GENE,FT,GENE,activation,,MEDIUM,PIF4 binds Block E region of FT promoter,,,,,,PIF4 binds Block E region,,
PIF4,GENE,GI,GENE,activation,,MEDIUM,PIF4 binds the GI promoter and activates transcription. Closes SAFE negative feedback loop PIF4 -> GI -| PIF4 (stabilizing).,,,,,,PIF4 directly activates GI transcription in concert with other PIFs,,
PIF4,GENE,Hypocotyl_Length,PHENOTYPE,activation,,MEDIUM,PIF4 directly induces SAUR-family and expansin genes driving cell elongation.,,,,,,pif4 pif5 mutants exhibited reduced hypocotyl elongation compared with the WT in the absence of UV-B,,
PIF4,GENE,PIF7,GENE,activation,,MEDIUM,PIF4 contributes to PIF7 accumulation under shade/warm conditions.,,,,,,PIF7 activity depends on PIF4 in 30WL but not in 21FR or 30FR,,
PIF4,GENE,TAA1,GENE,activation,,MEDIUM,PIF4 activates TAA1 expression to increase IAA biosynthesis.,,,,,,PIF4 increases auxin levels by directly activating the expression of key auxin biosynthesis genes,,
PIF4,GENE,YUC8,GENE,activation,,MEDIUM,PIF4 binds the YUC8 promoter (G-box) and activates auxin biosynthesis.,,,,,,YUC8 expression reduced in pif4 pif5 double mutants under white light,,
PIF4_5_7,PROTEIN_COMPLEX,GA20OX1,GENE,activation,,MEDIUM,PIF4 activates GA20ox1 transcription to raise GA levels in shade and high temperature,,,,,,PIF4 controls expression of GA biosynthetic genes including GA20ox1 to promote elongation under thermomorphogenic conditions,,
PIF4_5_7,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,activation,,MEDIUM,PIF4 activates YUCCA/auxin biosynthesis and cell wall remodeling genes to promote hypocotyl and stem elongation at warm temperature and in shade,,,,,,PIF4 is required for the warm temperature-induced elongation of hypocotyls and petioles in Arabidopsis; pif4 mutants fail to respond to high temperature with elongation,,
