network,edge_id,source,source_type,target,target_type,sign,effect,mechanism,n_evidence,doi_list
Merged Arabidopsis,ME274,HSFA1D,GENE,PIF4,GENE,1,activation,HSFA1d binds PIF4 and stabilizes the protein at warm temperature; canonical thermomorphogenesis intermediate (JUDGE S003).,1,10.1126/sciadv.adh1738
Merged Arabidopsis,ME275,HY5,GENE,ARF19,GENE,-1,inhibition,HY5 negatively regulates ARF19 transcription,1,10.1105/tpc.17.00771
Merged Arabidopsis,ME276,HY5,GENE,Hypocotyl_Length,PHENOTYPE,-1,inhibition,HY5 directly represses elongation and cell-expansion genes; hy5 mutants have long hypocotyl in light.,1,10.1111/nph.17332
Merged Arabidopsis,ME277,HY5,GENE,Plant_Height,PHENOTYPE,-1,inhibition,HY5 bZIP transcription factor suppresses hypocotyl elongation by antagonizing PIF activity and activating photomorphogenic genes,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME278,HYH,GENE,Hypocotyl_Length,PHENOTYPE,-1,inhibition,HYH redundantly with HY5 represses elongation genes; hyh mutants enhance hy5 long-hypocotyl phenotype (JUDGE S010).,1,10.1111/tpj.14556
Merged Arabidopsis,ME279,IAA14,GENE,ARF19,GENE,-1,inhibition,IAA14 physically binds ARF19 to repress its activity,1,10.3390/ijms20030486
Merged Arabidopsis,ME280,IAA14,GENE,ARF7,GENE,-1,inhibition,IAA14 physically binds ARF7 via PB1 domain to repress its transcriptional activity,1,10.1101/cshperspect.a039941
Merged Arabidopsis,ME281,IAA19,GENE,ARF6_7_8,PROTEIN_COMPLEX,-1,inhibition,Aux/IAA IAA19 binds ARF7 transcription factor and represses ARF activity,1,10.3389/fpls.2019.00914
Merged Arabidopsis,ME282,IAA28,GENE,ARF19,GENE,-1,inhibition,IAA28 represses ARF19 activity in basal meristem,1,10.1101/cshperspect.a039933
Merged Arabidopsis,ME283,IAA28,GENE,ARF7,GENE,-1,inhibition,IAA28 represses ARF6/7/8/19 in basal meristem for founder cell specification,1,10.1101/cshperspect.a039933
Merged Arabidopsis,ME284,IAA28,GENE,GATA23,GENE,-1,inhibition,IAA28 binds ARF6/7/8/19 preventing GATA23 activation,1,10.3390/ijms20030486
Merged Arabidopsis,ME285,IKU1,GENE,IKU2,GENE,1,activation,VQ protein activates MINI3 which activates IKU2,1,10.1073/pnas.0508418102
Merged Arabidopsis,ME286,IKU1,GENE,MINI3,GENE,1,activation,VQ domain protein IKU1 interacts with WRKY10/MINI3 as cofactor,1,10.1073/pnas.0508418102
Merged Arabidopsis,ME287,IKU2,GENE,Endosperm_Proliferation,PROCESS,1,activation,LRR receptor kinase drives nuclear proliferation and blocks premature cellularization,1,10.1105/tpc.108.064972
Merged Arabidopsis,ME288,IPT,GENE,Cytokinin,HORMONE,1,activation,IPT3 (ATP/ADP isopentenyltransferase 3) is a major CK biosynthesis enzyme producing isopentenyladenine riboside 5'-phosphate from DMAPP and AMP/ADP,3,10.1199/tab.0168; 10.1007/s00497-024-00516-8; 10.1111/nph.17427
Merged Arabidopsis,ME289,IPT5,GENE,Cytokinin,HORMONE,1,activation,IPT5 isopentenyltransferase catalyses cytokinin biosynthesis,1,10.3390/ijms20030486
Merged Arabidopsis,ME290,Integument_Growth,PROCESS,Seed_Size,PHENOTYPE,1,activation,integument cell number + elongation sets final seed coat volume,1,10.1105/tpc.113.115063
Merged Arabidopsis,ME291,KLUH,GENE,Integument_Growth,PROCESS,1,activation,CYP78A5 generates mobile growth signal from inner integument that stimulates cell proliferation,1,10.1073/pnas.0907024106
Merged Arabidopsis,ME292,LAX3,GENE,Lateral_Root_Density,PHENOTYPE,1,activation,LAX3 required for LR emergence,1,10.3390/ijms20030486
Merged Arabidopsis,ME293,LBD,PROTEIN_COMPLEX,LAX3,GENE,1,activation,LBD29 directly activates LAX3 auxin influx carrier for cell separation [Edge represents composite family; evidence drawn from curated E027 (LBD29->LAX3).],1,10.1101/cshperspect.a039933
Merged Arabidopsis,ME294,LBD,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,1,activation,LBD16 required for asymmetric division initiating LR primordium [Edge represents composite family; evidence drawn from curated E029 (LBD16->Lateral_Root_Density).],1,10.1105/tpc.106.047761
Merged Arabidopsis,ME295,LBO,GENE,Strigolactone,HORMONE,1,activation,2-OGD oxidoreductase; final known enzymatic step,2,10.1073/pnas.1601729113; 10.1093/pcp/pcad088
Merged Arabidopsis,ME296,LD,GENE,FLC,GENE,-1,repression,LD is a homeodomain-containing transcriptional repressor of FLC; interacts with FLD and SDG26 in autonomous pathway complex,1,10.1093/nar/gkac551
Merged Arabidopsis,ME297,LDL1,GENE,FLC,GENE,-1,inhibition,LDL1 (LSD1-LIKE1) is an H3K4 demethylase that represses FLC expression redundantly with FLD; ldl1 mutants flower later than wild-type,1,10.1105/tpc.107.052373
Merged Arabidopsis,ME298,LEC1,GENE,ABI3,GENE,1,activation,LEC1 promotes ABI3 protein abundance,1,10.1105/tpc.9.8.1265
Merged Arabidopsis,ME299,LEC1,GENE,Storage_reserves,PROCESS,1,activation,LEC1 master maturation TF activates seed storage protein and lipid biosynthesis genes during seed filling,1,10.1146/annurev-arplant-050213-040104
Merged Arabidopsis,ME300,LEC2,GENE,ABI3,GENE,1,activation,LEC2 upregulates ABI3,1,10.1242/dev.00992
Merged Arabidopsis,ME301,LEC2,GENE,FUS3,GENE,1,activation,"LEC2 transcriptionally upregulates FUS3, completing mutual LAFL maturation TF activation; FUS3<->LEC2 positive feedback stabilised by damping=0.7",1,10.1242/dev.00992
Merged Arabidopsis,ME302,LEC2,GENE,Storage_reserves,PROCESS,1,activation,LEC2 master maturation TF activates seed storage protein and lipid biosynthesis genes during seed filling,1,10.1146/annurev-arplant-050213-040104
Merged Arabidopsis,ME303,LFY,GENE,AP1,GENE,1,activation,LFY directly activates AP1 transcription; onset of AP1 expression is delayed in lfy mutants,1,10.1105/tpc.11.6.1007
Merged Arabidopsis,ME304,LFY,GENE,Flowering_Time,PHENOTYPE,1,activation,LFY is a floral meristem identity gene promoting flower formation,2,10.1371/journal.pgen.1006263; 10.1105/tpc.106.042317
Merged Arabidopsis,ME305,Light,ENVIRONMENT,CRY1,GENE,1,activation,Blue light activates cryptochrome 1 via FAD photochemistry.,1,10.1016/B978-0-12-801922-1.00007-5
Merged Arabidopsis,ME306,Light,ENVIRONMENT,CRY2,GENE,1,activation,Blue light activates cryptochrome 2.,1,10.1016/B978-0-12-801922-1.00007-5
Merged Arabidopsis,ME307,Light,ENVIRONMENT,FKF1,GENE,1,activation,"Blue light activates FKF1 LOV domain, enabling GI interaction and CDF1 degradation",1,10.1073/pnas.1415375111
Merged Arabidopsis,ME308,Light,ENVIRONMENT,HFR1,GENE,1,activation,Low R:FR (shade) transcriptionally induces HFR1 via phytochromes as a negative-feedback brake,1,10.1038/emboj.2009.306
Merged Arabidopsis,ME309,Light,ENVIRONMENT,PHYA,GENE,1,activation,Far-red absorption activates phyA; photolabile Pfr translocates to the nucleus.,1,10.1105/tpc.17.00913
Merged Arabidopsis,ME310,Light,ENVIRONMENT,PHYB,GENE,1,activation,Red-light absorption converts inactive Pr phyB to active Pfr phyB form in the nucleus.,2,10.1105/tpc.17.00913; 10.3389/fpls.2019.00914
Merged Arabidopsis,ME311,Light,ENVIRONMENT,UVR8,GENE,1,activation,UV-B irradiation monomerizes UVR8 dimer into active form that binds COP1.,1,10.1038/emboj.2009.4
Merged Arabidopsis,ME312,Long_Day,ENVIRONMENT,CO,GENE,1,activation,LD afternoon coincides with CO mRNA peak (driven by FKF1-GI-mediated CDF degradation) and stabilizes CO protein; SD degrades CO,1,10.1104/pp.16.01327
Merged Arabidopsis,ME313,Low_Nitrate,ENVIRONMENT,CLE,PROTEIN_COMPLEX,1,activation,N deficiency (<100 uM NO3-) induces CLE3 transcription in pericycle [Edge represents composite family; evidence drawn from curated E217 (Low_Nitrate->CLE3).],1,10.1073/pnas.1319953111
Merged Arabidopsis,ME314,Low_Nitrate,ENVIRONMENT,TAR2,GENE,1,activation,Low N stimulates TAR2 auxin biosynthesis gene,1,10.3390/genes11060633
Merged Arabidopsis,ME315,Low_Phosphate,ENVIRONMENT,TIR1,GENE,1,activation,Low Pi upregulates TIR1 to increase auxin sensitivity,1,10.1101/cshperspect.a039933
Merged Arabidopsis,ME316,Low_R_FR,ENVIRONMENT,BRC1,GENE,1,activation,Shade induces NCED3 expression in buds,1,10.1073/pnas.1613199114
Merged Arabidopsis,ME317,Low_R_FR,ENVIRONMENT,FHY3,GENE,-1,inhibition,Shade upregulates HB21 in buds,1,10.1073/pnas.1613199114
Merged Arabidopsis,ME318,Low_R_FR,ENVIRONMENT,HB21,GENE,1,activation,Shade suppresses bud outgrowth via BRC1 upregulation,1,10.1105/tpc.112.108480
Merged Arabidopsis,ME319,Low_R_FR,ENVIRONMENT,NCED3,GENE,1,activation,MAX2 ubiquitinates both phosphorylated and dephosphorylated BES1 for degradation,2,10.1016/j.xplc.2019.100014; 10.1016/j.devcel.2013.11.010
Merged Arabidopsis,ME320,MAX1,GENE,Strigolactone,HORMONE,1,activation,MAX1 cytochrome P450 oxidises carlactone to carlactonoic acid,5,10.1111/ppl.13681; 10.1073/pnas.1601729113; 10.1093/pcp/pcad088; 10.1093/jxb/erad412; 10.1093/jxb/erx434
Merged Arabidopsis,ME321,MAX2,GENE,BES1,GENE,-1,inhibition,MAX2-SCF independently ubiquitinates BES1 (Motif 5),7,doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME322,MAX2,GENE,BZR_BES,PROTEIN_COMPLEX,-1,inhibition,Strigolactone-activated MAX2 F-box ubiquitinates BES1 for degradation,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME323,MAX2,GENE,Lateral_Root_Density,PHENOTYPE,-1,inhibition,MAX2 F-box integrates SL and karrikin signaling to inhibit LR,1,10.1111/ppl.13681
Merged Arabidopsis,ME324,MAX2,GENE,SMXL678,PROTEIN_COMPLEX,-1,inhibition,Constitutive MAX2 F-box SCF ubiquitinates SMXL678 (Perception Gate co-inhibitor 2),8,10.1105/tpc.112.108480; doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME325,MAX3,GENE,Strigolactone,HORMONE,1,activation,MAX3/CCD7 cleaves carotenoid precursor in SL biosynthesis,1,10.1111/ppl.13681
Merged Arabidopsis,ME326,MAX4,GENE,Strigolactone,HORMONE,1,activation,MAX4/CCD8 second SL biosynthesis step,1,10.1111/ppl.13681
Merged Arabidopsis,ME327,MEA,GENE,PRC2,PROTEIN_COMPLEX,1,activation,MEA is SET-domain catalytic subunit of PRC2,1,10.1093/emboj/cdg444
Merged Arabidopsis,ME328,MINI3,GENE,CKX2,GENE,1,activation,WRKY10 binds W-boxes in CKX2 promoter,1,10.1073/pnas.1305175110
Merged Arabidopsis,ME329,MINI3,GENE,Endosperm_Proliferation,PROCESS,1,activation,WRKY10 TF activates endosperm growth genes,1,10.1073/pnas.0508418102
Merged Arabidopsis,ME330,MINI3,GENE,IKU2,GENE,1,activation,MINI3 (WRKY10) binds W-boxes in IKU2 promoter; mini3 abolishes IKU2 expression,1,10.1073/pnas.0508418102
Merged Arabidopsis,ME331,MSI1,GENE,PRC2,PROTEIN_COMPLEX,1,activation,MSI1 is WD40 scaffold subunit of PRC2,1,10.1093/emboj/cdg444
Merged Arabidopsis,ME332,NCED3,GENE,ABA,HORMONE,1,activation,"NCED3 is the rate-limiting 9-cis-epoxycarotenoid dioxygenase producing xanthoxin, the ABA precursor",3,10.3390/ijms22158394; 10.1111/tpj.70096; 10.1016/j.cub.2006.01.058
Merged Arabidopsis,ME333,NLP7,GENE,ANR1,GENE,1,activation,NLP7 activates ANR1 downstream of Ca2+-CPK phosphorylation,1,10.3390/genes11060633
Merged Arabidopsis,ME334,Nitrogen,ENVIRONMENT,IPT,GENE,1,activation,"Under N-deficient conditions (1/5 N), MAX3 transcript abundance is significantly upregulated - i.e., low N derepresses MAX3 (high N represses)",1,10.1080/15592324.2015.1126031
Merged Arabidopsis,ME335,Nitrogen,ENVIRONMENT,PIN3,GENE,1,activation,MAX4 (CCD8) transcript abundance is significantly upregulated under N-deficient (1/5 N) conditions vs 1 N,1,10.1080/15592324.2015.1126031
Merged Arabidopsis,ME336,Nitrogen,ENVIRONMENT,Strigolactone,HORMONE,-1,inhibition,Nitrate upregulates IPT expression promoting CK biosynthesis,8,10.1104/pp.109.135475; doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME337,Ovule_size,PROCESS,Seed_Size,PHENOTYPE,1,activation,larger ovules Ã¢â€ â€™ larger fertilized seeds,1,10.1242/dev.201853
Merged Arabidopsis,ME338,PAR1,GENE,PIF4_5_7,PROTEIN_COMPLEX,-1,inhibition,PAR1 small HLH prevents PIF4 from binding DNA,1,10.1038/emboj.2009.306
Merged Arabidopsis,ME339,PGP10,GENE,Auxin,HORMONE,1,activation,ABCB auxin efflux transporter moves auxin endospermÃ¢â€ â€™integuments,1,10.7554/eLife.20542
Merged Arabidopsis,ME340,PHYA,GENE,CO,GENE,1,activation,phyA stabilizes CO protein in the afternoon under far-red light,1,10.1073/pnas.1415375111
Merged Arabidopsis,ME341,PHYA,GENE,COP1_SPA,GENE,-1,inhibition,Active phyA binds and inactivates COP1 in the nucleus.,1,10.1038/emboj.2009.4
Merged Arabidopsis,ME342,PHYA,GENE,FHY1,GENE,1,activation,"Active phyA induces FHY1 transcription, part of the positive FHY1-phyA feedforward for far-red signaling (JUDGE S008). FHY1 -> PHYA reverse arm excluded to avoid positive feedback.",1,10.1371/journal.pgen.1000143
Merged Arabidopsis,ME343,PHYB,GENE,BAS1,GENE,1,activation,"phyB-HY5 axis promotes BAS1 expression, contributing to BR catabolism in the light.",1,10.1534/g3.112.004580
Merged Arabidopsis,ME344,PHYB,GENE,BBX11,GENE,1,activation,"phyB directly induces BBX11 expression in red light, complementing BBX21 (JUDGE S004).",1,10.1016/j.xplc.2020.100045
Merged Arabidopsis,ME345,PHYB,GENE,CO,GENE,-1,inhibition,phyB promotes CO degradation in morning under red light,1,10.1073/pnas.1415375111
Merged Arabidopsis,ME346,PHYB,GENE,COP1_SPA,GENE,-1,inhibition,"Active phyB physically binds COP1 and promotes its nuclear exclusion, reducing COP1 E3 activity.",2,10.1038/emboj.2009.4; 10.1105/tpc.19.00335
Merged Arabidopsis,ME347,PHYB,GENE,HY5,GENE,1,activation,PHYB activates HY5 transcription factor,1,10.1101/cshperspect.a039941
Merged Arabidopsis,ME348,PHYB,GENE,PIF3,GENE,-1,inhibition,"Active phyB Pfr phosphorylates PIF3 on multiple residues, targeting it for ubiquitin-mediated degradation.",1,10.1111/j.1365-313X.2012.05114.x
Merged Arabidopsis,ME349,PHYB,GENE,PIF4,GENE,-1,inhibition,Active phyB Pfr phosphorylates PIF4 and promotes its degradation.,1,10.1105/tpc.107.052142
Merged Arabidopsis,ME350,PHYB,GENE,PIF4_5_7,PROTEIN_COMPLEX,-1,inhibition,Light-activated phyB binds PIF4 to promote its phosphorylation-dependent degradation,1,10.1038/s41467-020-14905-w
Merged Arabidopsis,ME351,PHYB,GENE,PIF5,GENE,-1,inhibition,Active phyB Pfr phosphorylates PIF5 and promotes its degradation.,1,10.1111/tpj.14556
Merged Arabidopsis,ME352,PHYB,GENE,PIF7,GENE,-1,inhibition,Active phyB Pfr promotes PIF7 phosphorylation; shade (Pr) releases PIF7 dephosphorylation/nuclear accumulation.,1,10.1105/tpc.107.052142
Merged Arabidopsis,ME353,PIF3,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,"PIF3 activates cell-elongation genes (expansins, XTR7) in the hypocotyl epidermis in darkness.",1,10.1105/tpc.107.052142
Merged Arabidopsis,ME354,PIF4,GENE,ARF6,GENE,1,activation,PIF4 co-regulates ARF6 target genes; directly induces ARF6 expression in some contexts.,1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME355,PIF4,GENE,FT,GENE,1,activation,PIF4 binds Block E region of FT promoter,2,10.1016/j.xplc.2023.100552; 10.3390/ijms19103196
Merged Arabidopsis,ME356,PIF4,GENE,GI,GENE,1,activation,PIF4 binds the GI promoter and activates transcription. Closes SAFE negative feedback loop PIF4 -> GI -| PIF4 (stabilizing).,1,10.1016/j.xplc.2024.100833
Merged Arabidopsis,ME357,PIF4,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,PIF4 directly induces SAUR-family and expansin genes driving cell elongation.,2,10.1111/tpj.14556; 10.14348/molcells.2016.0126
Merged Arabidopsis,ME358,PIF4,GENE,PIF7,GENE,1,activation,PIF4 contributes to PIF7 accumulation under shade/warm conditions.,1,10.1038/s41467-022-32585-6
Merged Arabidopsis,ME359,PIF4,GENE,TAA1,GENE,1,activation,PIF4 activates TAA1 expression to increase IAA biosynthesis.,1,10.14348/molcells.2016.0126
Merged Arabidopsis,ME360,PIF4,GENE,YUC8,GENE,1,activation,PIF4 binds the YUC8 promoter (G-box) and activates auxin biosynthesis.,1,10.1111/tpj.14556
Merged Arabidopsis,ME361,PIF4_5_7,PROTEIN_COMPLEX,GA20OX1,GENE,1,activation,PIF4 activates GA20ox1 transcription to raise GA levels in shade and high temperature,1,10.1105/tpc.19.00335
Merged Arabidopsis,ME362,PIF4_5_7,PROTEIN_COMPLEX,Plant_Height,PHENOTYPE,1,activation,PIF4 activates YUCCA/auxin biosynthesis and cell wall remodeling genes to promote hypocotyl and stem elongation at warm temperature and in shade,1,10.1016/j.cub.2009.06.046
Merged Arabidopsis,ME363,PIF4_5_7,PROTEIN_COMPLEX,YUC_TAA,GENE,1,activation,PIF4 directly binds the YUC8 promoter and activates transcription to drive auxin biosynthesis,1,10.3389/fpls.2019.00914
Merged Arabidopsis,ME364,PIF5,GENE,HFR1,GENE,1,activation,PIF5 induces HFR1 transcription under shade; creates safe negative feedback brake on PIF4 (Motif 2) (JUDGE S009).,1,10.3390/plants7040102
Merged Arabidopsis,ME365,PIF5,GENE,Hypocotyl_Length,PHENOTYPE,1,activation,PIF5 redundantly with PIF3/4 activates elongation genes.,1,10.1111/tpj.14556
Merged Arabidopsis,ME366,PIF7,GENE,YUC8,GENE,1,activation,PIF7 is the primary shade-induced activator of YUC8 auxin biosynthesis.,1,10.1038/s41467-022-32585-6
Merged Arabidopsis,ME367,PIN,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,1,activation,PIN2 mediates basipetal auxin reflux through epidermis [Edge represents composite family; evidence drawn from curated E066 (PIN2->Lateral_Root_Density).],1,10.1101/cshperspect.a039933
Merged Arabidopsis,ME368,PIN1,GENE,Shoot_Branching,PHENOTYPE,1,activation,Low phosphate upregulates SL biosynthetic gene expression,1,10.1093/plphys/kiab071
Merged Arabidopsis,ME369,PIN3,GENE,Shoot_Branching,PHENOTYPE,1,activation,Phosphate sufficiency suppresses SL biosynthesis; deficiency strongly induces it.,7,doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME370,PKL,GENE,FUS3,GENE,-1,repression,PKL directly represses FUS3,1,10.1038/s41477-022-01237-4
Merged Arabidopsis,ME371,PKL,GENE,LEC1,GENE,-1,repression,PICKLE CHD3 chromatin remodeler directly represses LEC1,1,10.1038/s41477-022-01237-4
Merged Arabidopsis,ME372,PKL,GENE,LEC2,GENE,-1,repression,PKL directly represses LEC2,1,10.1038/s41477-022-01237-4
Merged Arabidopsis,ME373,PLT,PROTEIN_COMPLEX,Lateral_Root_Density,PHENOTYPE,1,activation,PLT3 required for LR primordium outgrowth and proper spacing; loss causes clustering [Edge represents composite family; evidence drawn from curated E045 (PLT3->Lateral_Root_Density).],1,10.1073/pnas.1714410114
Merged Arabidopsis,ME374,PLT,PROTEIN_COMPLEX,PIN,PROTEIN_COMPLEX,1,activation,PLT controls PIN1 expression and polar membrane localization in primordia [Edge represents composite family; evidence drawn from curated E041 (PLT3->PIN1).],1,10.1073/pnas.1714410114
Merged Arabidopsis,ME375,PP2A,GENE,BZR1,GENE,1,activation,"PP2A dephosphorylates BZR1, activating its nuclear function.",1,10.1016/j.pbi.2014.07.012
Merged Arabidopsis,ME376,PP2A,GENE,BZR_BES,PROTEIN_COMPLEX,1,activation,"PP2A dephosphorylates BZR1, restoring its nuclear localization and DNA binding",1,10.1105/tpc.19.00335
Merged Arabidopsis,ME377,PRC2,PROTEIN_COMPLEX,CKX2,GENE,-1,repression,H3K27me3 deposition represses CKX2 transcription,1,10.1073/pnas.1305175110
Merged Arabidopsis,ME378,PRC2,PROTEIN_COMPLEX,Endosperm_Proliferation,PROCESS,-1,repression,FIS-PRC2 represses autonomous endosperm development pre-fertilization,1,10.1105/tpc.106.047266
Merged Arabidopsis,ME379,PRC2,PROTEIN_COMPLEX,FLC,GENE,-1,repression,PRC2 catalyzes H3K27me3 at FLC,2,10.1111/tpj.14817; 10.1073/pnas.0606385103
Merged Arabidopsis,ME380,PRC2,PROTEIN_COMPLEX,TAR1,GENE,-1,repression,PRC2 silences maternal TAR1,1,10.1007/s00497-024-00516-8
Merged Arabidopsis,ME381,PRC2,PROTEIN_COMPLEX,YUC10,GENE,-1,repression,gametophytic PRC2 silences maternal YUC10 pre-fertilization,1,10.1007/s00497-024-00516-8
Merged Arabidopsis,ME382,PYL,GENE,ABI1,GENE,-1,inhibition,ABA-bound PYL physically blocks ABI1 (PP2C) phosphatase active site,1,10.3390/ijms23094523
Merged Arabidopsis,ME383,PYL8,GENE,ABI1,GENE,-1,inhibition,PYL8-ABA complex inhibits ABI1 PP2C phosphatase,1,10.3390/genes11060633
Merged Arabidopsis,ME384,Photoperiod,ENVIRONMENT,FT,GENE,1,activation,"High P status represses SL-biosynthetic genes (MAX3/CCD7, MAX4/CCD8, MAX1) - low P induces SL production for both branching control and AM symbiosis",1,10.3389/fpls.2022.889045
Merged Arabidopsis,ME385,RAV1,GENE,ABI5,GENE,-1,repression,RAV1 binds and represses ABI5 promoter,1,10.14348/molcells.2018.0259
Merged Arabidopsis,ME386,RAV1,GENE,IKU2,GENE,-1,repression,RAV1 binds CACCTG motif in IKU2 promoter,1,10.14348/molcells.2018.0259
Merged Arabidopsis,ME387,RAV1,GENE,MINI3,GENE,-1,repression,RAV1 binds CAACA motif in MINI3 promoter,1,10.14348/molcells.2018.0259
Merged Arabidopsis,ME388,RBR1,GENE,Endosperm_Proliferation,PROCESS,-1,inhibition,retinoblastoma-related blocks G1/S transition in central cell,1,10.1105/tpc.106.047266
Merged Arabidopsis,ME389,SEEDSTICK,GENE,E2FA,GENE,1,activation,MADS-box TF directly activates E2Fa transcription,1,10.1104/pp.20.01267
Merged Arabidopsis,ME390,SEEDSTICK,GENE,Integument_Growth,PROCESS,1,activation,SEEDSTICK (STK) MADS-box TF acts as maternal activator of integument cell divisions in early seed development,1,10.1104/pp.20.01267
Merged Arabidopsis,ME391,SEUSS,GENE,Ovule_size,PROCESS,1,activation,SEUSS required for ovule initiation in synergy with ANT,1,10.1104/pp.107.114751
Merged Arabidopsis,ME392,SHB1,GENE,Endosperm_Proliferation,PROCESS,1,activation,via IKU pathway activation and independent embryo cell proliferation,1,10.1105/tpc.108.064972
Merged Arabidopsis,ME393,SHB1,GENE,IKU2,GENE,1,activation,SHB1 directly associates with the IKU2 promoter (ChIP); shb1-D enhances IKU2 expression 10-fold,1,10.1105/tpc.108.064972
Merged Arabidopsis,ME394,SHB1,GENE,MINI3,GENE,1,activation,SHB1 associates with MINI3 promoter in vivo (ChIP),1,10.1105/tpc.108.064972
Merged Arabidopsis,ME395,SLY1,GENE,DELLA,PROTEIN_COMPLEX,-1,inhibition,SLY1 F-box protein recognizes GA-GID1-bound DELLA and triggers its polyubiquitination/degradation,2,10.1104/pp.113.219451; 10.1199/tab.0103
Merged Arabidopsis,ME396,SL_SYN,PROTEIN_COMPLEX,Strigolactone,HORMONE,1,activation,MAX3/CCD7 cleaves 9-cis-beta-carotene,1,10.1105/tpc.15.00605
Merged Arabidopsis,ME397,SMXL678,PROTEIN_COMPLEX,BRC1,GENE,-1,inhibition,SMXL678 represses BRC1 transcription via TPR2,1,10.1105/tpc.15.00605
Merged Arabidopsis,ME398,SMXL678,PROTEIN_COMPLEX,PIN1,GENE,1,activation,SMXL678 promotes PIN1 basal plasma membrane accumulation,1,10.1093/jxb/eraf027
Merged Arabidopsis,ME399,SMXL678,PROTEIN_COMPLEX,SPL9,GENE,-1,inhibition,SMXL678 physically inhibits SPL9 DNA-binding,1,10.1038/s41586-020-2382-x
Merged Arabidopsis,ME400,SNRK2,GENE,ABI4_5,PROTEIN_COMPLEX,1,activation,SnRK2 kinases activate downstream ABI TFs [Edge represents composite family; evidence drawn from curated E149 (SNRK2->ABI4).],1,10.1126/scisignal.2005051
Merged Arabidopsis,ME401,SNRK2,GENE,ABI5,GENE,1,activation,Active SnRK2 kinases phosphorylate and activate ABI5 and ABF bZIP transcription factors,1,10.3390/ijms23094523
Merged Arabidopsis,ME402,SOB7,GENE,Brassinosteroid,HORMONE,-1,inhibition,SOB7/CYP72C1 redundantly inactivates BRs alongside BAS1.,1,10.1534/g3.112.004580
Merged Arabidopsis,ME403,SOC1,GENE,AGL24,GENE,1,activation,SOC1 directly promotes AGL24 mRNA expression (positive feedback loop),1,10.4161/psb.21552
Merged Arabidopsis,ME404,SOC1,GENE,AP1,GENE,1,activation,SOC1 (with AGL24/FUL) upregulates AP1 at the floral meristem,1,10.3389/fpls.2022.852047
Merged Arabidopsis,ME405,SOC1,GENE,AP2,GENE,-1,repression,SOC1 and AP2 mutually repress each other during floral transition,1,10.1038/s41467-024-51341-6
Merged Arabidopsis,ME406,SOC1,GENE,FUL,GENE,1,activation,SOC1 activates FUL transcription as part of floral transition program,1,10.3389/fpls.2022.852047
Merged Arabidopsis,ME407,SOC1,GENE,Flowering_Time,PHENOTYPE,1,activation,SOC1 integrates photoperiod/GA/vernalization signals to activate meristem identity genes,4,10.1093/jxb/eraa057; 10.1105/tpc.108.063883; 10.1105/tpc.112.101014; 10.1104/pp.112.202614
Merged Arabidopsis,ME408,SOC1,GENE,LFY,GENE,1,activation,SOC1 directly binds LFY regulatory sequences (ChIP-seq) to activate transcription,1,10.1104/pp.112.202614
Merged Arabidopsis,ME409,SOC1,GENE,SVP,GENE,-1,repression,SOC1 directly binds SVP regulatory regions to repress it during flowering,1,10.1073/pnas.1409567111
Merged Arabidopsis,ME410,SOD7,GENE,Integument_Growth,PROCESS,-1,repression,NGATHA-like TF represses integument proliferation,1,10.3390/ijms241310666
Merged Arabidopsis,ME411,SPA1,GENE,BIN2,GENE,-1,inhibition,"SPA1 promotes BIN2 degradation in light, completing SPA1 Multi-Output Scaffold (JUDGE S006).",1,10.1073/pnas.1700850114
Merged Arabidopsis,ME412,SPA1,GENE,COP1_SPA,GENE,1,activation,SPA1 is an obligate co-factor for COP1 E3 ligase activity in the dark; supports COP1 function via direct interaction.,1,10.1111/nph.17332
Merged Arabidopsis,ME413,SPA1,GENE,HY5,GENE,-1,inhibition,SPA1 (within CUL4-COP1-SPA1 complex) directly ubiquitinates HY5 (JUDGE S006).,1,10.1111/nph.17332
Merged Arabidopsis,ME414,SPL9,GENE,AP1,GENE,1,activation,SPL9 activates AP1 transcription,1,10.1371/journal.pgen.1006263
Merged Arabidopsis,ME415,SPL9,GENE,BRC1,GENE,1,activation,SPL TFs directly repress LAS expression to suppress AM initiation in the adult phase.,7,doi; title; authors; year; journal; evidence_sentence; claim
Merged Arabidopsis,ME416,SPL9,GENE,FUL,GENE,1,activation,SPL9 (with SPL2/11/13/15) directly activates FUL expression,2,10.1371/journal.pgen.1006263; 10.1105/tpc.112.101014
Merged Arabidopsis,ME417,SPL9,GENE,LFY,GENE,1,activation,SPL9 activates LFY transcription,2,10.1371/journal.pgen.1006263; 10.3390/ijms22115716
